account_node,graph_louvain_community,graph_betweenness,graph_pagerank,graph_fan_in_out_ratio
80F80EAA0,1386,0.0,1.5064373845411056e-05,0.0
80DC09620,14702,0.0,8.256837729459909e-06,2.0
80F5332C0,14702,0.0,1.1783976844150791e-05,0.0
80A4206D0,14703,0.0,1.531111595884167e-05,0.5
80A422390,14703,0.0,2.1871909961362203e-05,0.0
8003A1300,76,0.0,8.311399867716372e-06,1.0
807A4BFC0,76,0.0,1.1804304485918091e-05,0.0
8143D8BF1,14704,0.0,8.256837729459909e-06,1.0
8143D8C41,14704,0.0,1.531111595884167e-05,0.0
812526A80,14705,0.0,8.256837729459909e-06,1.0
813298EF0,14705,0.0,1.531111595884167e-05,0.0
80CB5EEB0,14706,0.0,8.256837729459909e-06,1.0
80CB654A0,14706,0.0,1.531111595884167e-05,0.0
801545F70,14707,0.0,8.256837729459909e-06,1.0
80A79BA60,14707,0.0,1.531111595884167e-05,0.0
80501A8F0,14708,0.0,8.256837729459909e-06,1.0
8054F46C0,14708,0.0,1.531111595884167e-05,0.0
80A4B2670,212,0.0,8.382903213088635e-06,1.0
80A865480,212,0.0,1.1836120391986255e-05,0.0
800554510,14709,0.0,3.379842235911546e-05,0.5
807E0F410,14710,0.0,8.256837729459909e-06,1.0
8084D8970,14710,0.0,1.531111595884167e-05,0.0
80C04F060,95,0.0,8.429180415939685e-06,0.0
806840700,14711,0.0,8.256837729459909e-06,2.0
809B52410,14711,0.0,1.1783976844150791e-05,0.0
800201C10,6403,0.0,8.256837729459909e-06,2.0
805819DB0,6403,0.0,1.1783976844150791e-05,0.0
813C21DD1,14712,0.0,8.256837729459909e-06,1.0
814128791,14712,0.0,1.531111595884167e-05,0.0
801FCF480,14713,0.0,8.256837729459909e-06,1.0
802521330,14713,0.0,1.531111595884167e-05,0.0
8043FEA00,8972,0.0,2.1871909961362203e-05,0.0
800801FE0,14714,0.0,1.4463470640261736e-05,1.0
8066375B0,14715,0.0,8.256837729459909e-06,1.0
811250610,14715,0.0,1.531111595884167e-05,0.0
80C6F8D30,14716,0.0,8.256837729459909e-06,1.0
81338FA60,14716,0.0,1.531111595884167e-05,0.0
813067980,76,0.0,8.311399867716372e-06,0.0
8000CFD20,14717,0.0,8.256837729459909e-06,1.0
810BFA660,14717,0.0,1.531111595884167e-05,0.5
8090BE770,14718,0.0,8.256837729459909e-06,1.0
8096CCFA0,14718,0.0,1.531111595884167e-05,0.5
802E3CCF0,14719,0.0,8.256837729459909e-06,1.0
804A6FB10,14719,0.0,1.531111595884167e-05,0.0
800D38370,91,0.0,1.5358452908844662e-05,0.0
811B21EF0,14720,0.0,8.256837729459909e-06,1.0
80E14BF00,14720,0.0,1.531111595884167e-05,0.0
805A2EF10,14721,0.0,8.256837729459909e-06,1.0
807AB3C40,14721,0.0,1.531111595884167e-05,0.0
801617B30,14722,0.0,8.256837729459909e-06,1.0
806CEC220,14722,0.0,1.531111595884167e-05,0.0
800D47790,14723,0.0,8.256837729459909e-06,2.0
800DF20C0,14723,0.0,1.1783976844150791e-05,0.0
800853D50,14724,0.0,8.256837729459909e-06,1.0
807EAC4B0,14724,0.0,1.531111595884167e-05,0.0
80DDABE60,9462,0.0,1.0608263805920497e-05,0.0
80102A550,14725,0.0,8.256837729459909e-06,1.0
8016C7E20,14725,0.0,1.531111595884167e-05,0.0
809E84BF0,14726,0.0,8.256837729459909e-06,1.0
80A1D22F0,14726,0.0,1.531111595884167e-05,0.0
810121C60,14727,0.0,8.256837729459909e-06,1.0
8106F3F00,14727,0.0,1.531111595884167e-05,0.0
80CD97300,91,0.0,8.304174679462898e-06,0.0
80063B680,14728,0.0,8.256837729459909e-06,1.0
8117B3310,14728,0.0,1.531111595884167e-05,0.0
8008CAB70,14729,0.0,3.379842235911546e-05,0.5
80087CBA0,14730,0.0,8.256837729459909e-06,2.0
800C5F700,14730,0.0,1.1783976844150791e-05,0.0
80146A670,14731,0.0,8.256837729459909e-06,1.0
80B43E3B0,14731,0.0,1.531111595884167e-05,0.0
810FC9E00,14732,0.0,3.379842235911546e-05,0.5
8055F58E0,14733,0.0,8.256837729459909e-06,1.0
80566CAA0,14733,0.0,1.531111595884167e-05,0.0
803291AB0,14734,0.0,3.379842235911546e-05,0.5
80853D620,14735,0.0,3.379842235911546e-05,0.5
802935840,8791,0.0,8.256837729459909e-06,1.0
808417780,14736,0.0,8.256837729459909e-06,1.0
8085F7AB0,14736,0.0,1.531111595884167e-05,0.0
8064B3F30,14737,0.0,8.256837729459909e-06,1.0
806B849F0,14737,0.0,1.531111595884167e-05,0.0
801A84140,9960,0.0,1.1783976844150791e-05,0.0
80DB24FB0,14738,0.0,8.256837729459909e-06,1.0
8038C38B0,14738,0.0,1.531111595884167e-05,0.0
800B78000,91,0.0,8.304174679462898e-06,1.0
801B69360,91,0.0,1.1801430563141643e-05,0.0
80C98B7A0,14739,0.0,8.256837729459909e-06,2.0
81132DAD0,14739,0.0,1.1783976844150791e-05,0.0
811E9FA90,14740,0.0,8.256837729459909e-06,1.0
811E9CA90,14740,0.0,1.531111595884167e-05,0.0
80BE5C2A0,14741,0.0,3.379842235911546e-05,0.5
8041451E0,14742,0.0,8.256837729459909e-06,1.0
804688670,14742,0.0,5.9340006988771e-05,0.3333333333333333
8025DADD0,14743,0.0,1.531111595884167e-05,0.5
80D9ED8E0,14743,0.0,2.1871909961362203e-05,0.0
8059C2200,14744,0.0,8.256837729459909e-06,1.0
805C9D6B0,14744,0.0,1.531111595884167e-05,0.0
812FDD090,14745,0.0,8.256837729459909e-06,1.0
8131EEA90,14745,0.0,1.531111595884167e-05,0.0
801F84070,14746,0.0,8.256837729459909e-06,1.0
801F7C0D0,14746,0.0,1.531111595884167e-05,0.0
804D24400,91,0.0,8.304174679462898e-06,0.0
80FCC2670,14747,0.0,8.256837729459909e-06,1.0
81318F630,14747,0.0,1.531111595884167e-05,0.0
8011400C0,14748,0.0,3.379842235911546e-05,0.5
803714C50,14749,0.0,8.256837729459909e-06,1.0
80E815A90,14749,0.0,1.531111595884167e-05,0.0
802F8AD80,14750,0.0,8.256837729459909e-06,2.0
8031DF860,14750,0.0,1.1783976844150791e-05,0.0
80CE35300,14751,0.0,8.256837729459909e-06,1.0
80CE1F030,14751,0.0,1.531111595884167e-05,0.0
80A319420,212,0.0,8.382903213088635e-06,0.5
80AC08800,14752,0.0,8.256837729459909e-06,1.0
814500240,14752,0.0,1.531111595884167e-05,0.0
80FB237A0,14753,0.0,3.379842235911546e-05,0.5
806B800D0,14754,0.0,1.4463470640261736e-05,1.0
806D79B20,14754,0.0,1.4463470640261736e-05,0.0
8024F31A0,6004,0.0,1.0608263805920497e-05,0.0
80E3CA580,10388,0.0,8.256837729459909e-06,1.0
805E65EA0,127,0.0,8.382936893425053e-06,0.0
8027CDF20,14755,0.0,8.256837729459909e-06,1.0
8031B55C0,14755,0.0,1.531111595884167e-05,0.0
80931ECC0,12345,0.0,2.1871909961362203e-05,0.0
80693EE60,76,0.0,8.311399867716372e-06,0.0
808A22A50,11316,0.0,1.0608263805920497e-05,0.0
80CCC2990,14756,0.0,1.531111595884167e-05,0.5
80D5BA150,14756,0.0,2.1871909961362203e-05,0.0
80D4F5F40,91,0.0,1.5346023396823377e-05,0.0
800EEF0E0,14757,0.0,8.256837729459909e-06,1.0
80C33ACD0,14757,0.0,1.531111595884167e-05,0.0
8041E0280,14758,0.0,8.256837729459909e-06,1.0
80EC8AAD0,14758,0.0,2.236539418822343e-05,0.0
8025408E0,14759,0.0,8.256837729459909e-06,1.0
802540890,14759,0.0,1.531111595884167e-05,0.0
8111EE8E0,34,0.0,8.384533085373978e-06,0.0
8039B64C0,14760,0.0,8.256837729459909e-06,2.0
803E5AD80,14760,0.0,1.1783976844150791e-05,0.0
8028D8670,7814,0.0,1.1783976844150791e-05,0.0
8030538F0,14761,0.0,8.256837729459909e-06,1.0
803913370,14761,0.0,1.531111595884167e-05,0.0
8004B7040,91,0.0,1.002040728680535e-05,0.5
8006E0BD0,14762,0.0,8.256837729459909e-06,2.0
8025D0780,14762,0.0,1.1783976844150791e-05,0.0
80341A840,14763,0.0,8.256837729459909e-06,1.0
807A4F5A0,14763,0.0,1.531111595884167e-05,0.0
802275610,14764,0.0,8.256837729459909e-06,1.0
8069567A0,14764,0.0,1.531111595884167e-05,0.0
80BC3A4C0,14765,0.0,1.531111595884167e-05,0.5
80F3BFE80,14765,0.0,2.1871909961362203e-05,0.0
8115DD270,14766,0.0,3.379842235911546e-05,0.5
80005E380,14767,0.0,1.160058581925775e-05,1.5
80DA039D0,2649,0.0,8.256837729459909e-06,1.0
80CDFA370,2649,0.0,1.8756007702389007e-05,0.0
802E46610,14768,0.0,8.256837729459909e-06,1.0
8032138B0,14768,0.0,1.531111595884167e-05,0.0
802777D80,14723,0.0,1.1783976844150791e-05,0.0
801AD2940,76,0.0,8.311399867716372e-06,0.5
80BD645C0,91,0.0,8.304174679462898e-06,0.0
80271A510,14769,0.0,8.256837729459909e-06,1.0
8078F59C0,14769,0.0,1.531111595884167e-05,0.0
8005E0F80,14770,0.0,8.256837729459909e-06,3.0
800DB5B30,14770,0.0,1.0608263805920497e-05,0.0
809CF6A40,14771,0.0,3.379842235911546e-05,0.5
81135E460,91,0.0,8.304174679462898e-06,0.0
80D2BDDC0,14772,0.0,8.256837729459909e-06,1.0
80DA56330,14772,0.0,1.531111595884167e-05,0.0
8031E6890,9839,0.0,1.0608263805920497e-05,0.0
801370E50,14773,0.0,8.256837729459909e-06,1.0
8105A5BE0,14773,0.0,1.531111595884167e-05,0.0
810713E10,14774,0.0,8.256837729459909e-06,1.0
811BE0060,14774,0.0,1.531111595884167e-05,0.0
80014DBB0,5896,0.0,8.256837729459909e-06,1.0
8016E65C0,14775,0.0,8.256837729459909e-06,1.0
805AFB280,14775,0.0,1.531111595884167e-05,0.0
80F486090,14776,0.0,8.256837729459909e-06,1.0
80F47A310,14776,0.0,1.531111595884167e-05,0.0
812495200,14777,0.0,3.379842235911546e-05,0.5
8031A8A70,11031,0.0,1.8838255073532552e-05,0.3333333333333333
805759F40,14778,0.0,3.379842235911546e-05,0.5
805E8BC90,11766,0.0,2.1871909961362203e-05,0.0
8008DB0E0,14779,0.0,8.256837729459909e-06,1.0
8014612E0,14779,0.0,1.531111595884167e-05,0.0
804EAF750,14780,0.0,8.256837729459909e-06,1.0
804EAF700,14780,0.0,1.531111595884167e-05,0.0
80D734CF0,91,0.0,8.304174679462898e-06,0.0
808D0BA30,14781,0.0,1.531111595884167e-05,0.5
80B59E820,14781,0.0,2.1871909961362203e-05,0.0
802526BC0,14782,0.0,1.531111595884167e-05,1.0
80E804FD0,14782,0.0,1.5064373845411056e-05,0.0
8007D21F0,14783,0.0,8.256837729459909e-06,2.0
8007DC1D0,14783,0.0,4.656921467394323e-05,0.3333333333333333
802B8B370,14784,0.0,1.4463470640261736e-05,1.0
806CDD2A0,14784,0.0,1.4463470640261736e-05,0.0
80BBBD530,13267,0.0,2.6574122291301963e-05,0.0
801CFE9E0,14785,0.0,8.256837729459909e-06,1.0
80DF08A70,14785,0.0,1.531111595884167e-05,0.0
8025D36F0,14786,0.0,8.256837729459909e-06,1.0
810B69BE0,14786,0.0,1.531111595884167e-05,0.0
807791500,13759,0.0,2.1871909961362203e-05,0.0
80340E410,14787,0.0,8.256837729459909e-06,1.0
80344CBC0,14787,0.0,1.531111595884167e-05,0.0
800CCCB60,14788,0.0,3.379842235911546e-05,0.5
809156720,14789,0.0,1.4463470640261736e-05,1.0
809D22070,14789,0.0,1.4463470640261736e-05,0.0
803860D40,14790,0.0,8.256837729459909e-06,1.0
803A7EC40,14790,0.0,1.531111595884167e-05,0.0
803BBA6D0,14791,0.0,8.256837729459909e-06,2.0
808A71F10,14791,0.0,1.1783976844150791e-05,0.0
80086AE50,3182,0.0,8.256837729459909e-06,3.0
8116578F0,3182,0.0,1.0608263805920497e-05,0.0
80603C620,4840,0.0,1.2795195140094007e-05,0.0
80022D550,14576,0.0,8.256837729459909e-06,2.0
801EDD8C0,14576,0.0,1.1783976844150791e-05,0.0
8007452C0,1133,0.0,8.256837729459909e-06,1.0
808AF89B0,14792,0.0,8.256837729459909e-06,1.0
808CA4D10,14792,0.0,1.531111595884167e-05,0.0
801E9CF60,14793,0.0,8.256837729459909e-06,1.0
8099EFBF0,14793,0.0,1.531111595884167e-05,0.0
809425B70,2038,0.0,8.256837729459909e-06,1.0
80264F5E0,2038,0.0,2.15177488696435e-05,0.3333333333333333
802438050,5844,0.0,8.256837729459909e-06,1.0
8006924B0,14794,0.0,8.256837729459909e-06,1.0
800A9C0E0,14794,0.0,1.531111595884167e-05,0.0
80448BEB0,14795,0.0,8.256837729459909e-06,1.0
80448C310,14795,0.0,1.531111595884167e-05,0.0
808753960,14796,0.0,8.256837729459909e-06,1.0
808C2DD00,14796,0.0,1.531111595884167e-05,0.0
800306AA0,14797,0.0,8.256837729459909e-06,2.0
8007A4D80,14797,0.0,1.1783976844150791e-05,0.0
80F61D7B0,14798,0.0,1.531111595884167e-05,0.5
80FB73240,14798,0.0,2.1871909961362203e-05,0.0
801F5F550,4675,0.0,8.256837729459909e-06,1.0
809DD6130,14799,0.0,8.256837729459909e-06,1.0
80D0BC560,14799,0.0,1.531111595884167e-05,0.0
80018EE40,14800,0.0,8.256837729459909e-06,4.0
80D4455E0,14800,0.0,1.002040728680535e-05,0.0
806397C10,14801,0.0,8.256837729459909e-06,1.0
8064D2780,14801,0.0,1.531111595884167e-05,0.5
808B9C4A0,14802,0.0,8.256837729459909e-06,1.0
808BC5170,14802,0.0,1.531111595884167e-05,0.0
80ADDD6C0,1915,0.0,2.1871909961362203e-05,0.5
80A0C9BF0,14803,0.0,8.256837729459909e-06,1.0
8135875F0,14803,0.0,1.531111595884167e-05,0.0
8072098B0,14804,0.0,8.256837729459909e-06,1.0
812E4FBC0,14804,0.0,1.531111595884167e-05,0.0
8082DCF30,14805,0.0,8.256837729459909e-06,1.0
812945730,14805,0.0,1.531111595884167e-05,0.0
803241730,14806,0.0,8.256837729459909e-06,1.0
805B500A0,14806,0.0,1.531111595884167e-05,0.0
8002A2E20,14807,0.0,8.256837729459909e-06,1.0
802303F90,14807,0.0,2.687673646186538e-05,0.6666666666666666
808C22E50,14808,0.0,3.379842235911546e-05,0.5
80F50AB00,6835,0.0,2.1871909961362203e-05,0.0
80066BDF0,8136,0.0,8.256837729459909e-06,2.0
800EE90B0,8136,0.0,1.1783976844150791e-05,0.0
808BADAC0,14809,0.0,3.379842235911546e-05,0.5
800384B30,76,0.0,8.256837729459909e-06,2.0
80E7ACBA0,76,0.0,1.1783976844150791e-05,0.0
80E03F720,14810,0.0,8.256837729459909e-06,1.0
80E03D440,14810,0.0,1.531111595884167e-05,0.0
80215BC70,14811,0.0,1.4463470640261736e-05,1.0
802F75BC0,14811,0.0,1.4463470640261736e-05,0.5
80B9426D0,2874,0.0,1.1783976844150791e-05,0.5
812FB5C00,2874,0.0,1.859151296010193e-05,0.0
803096FD0,14812,0.0,3.379842235911546e-05,0.5
80D7E7F80,10274,0.0,1.9822458232483622e-05,0.0
803F9E8B0,14813,0.0,3.379842235911546e-05,0.5
80BFF6F00,14814,0.0,8.256837729459909e-06,1.0
8116CC8D0,14814,0.0,1.531111595884167e-05,0.0
8040ADFA0,5056,0.0,1.1783976844150791e-05,0.0
809E9A1F0,14815,0.0,3.379842235911546e-05,0.5
80B61AAE0,14816,0.0,8.256837729459909e-06,1.0
80B6314C0,14816,0.0,2.236539418822343e-05,0.0
804CA1280,14817,0.0,1.531111595884167e-05,0.5
804D7FC60,14817,0.0,2.1871909961362203e-05,0.5
800D7D4C0,6944,0.0,8.256837729459909e-06,1.0
803C723D0,14818,0.0,3.379842235911546e-05,0.5
8089CBB60,14819,0.0,8.256837729459909e-06,1.0
808AD3C80,14819,0.0,1.531111595884167e-05,0.0
80DDD9770,6971,0.0,2.1871909961362203e-05,0.0
806157330,14820,0.0,8.256837729459909e-06,1.0
8061F36E0,14820,0.0,1.531111595884167e-05,0.0
80845A0B0,8549,0.0,1.741548001038094e-05,0.0
800BE1A40,14821,0.0,8.256837729459909e-06,1.0
802D32BF0,14821,0.0,1.531111595884167e-05,0.0
80D2C92C0,14822,0.0,3.379842235911546e-05,0.5
8019B30C0,14823,0.0,8.256837729459909e-06,2.0
811D51250,14823,0.0,1.1783976844150791e-05,0.0
80A3C7F30,14824,0.0,8.256837729459909e-06,1.0
810EF3C20,14824,0.0,1.531111595884167e-05,0.0
8005AEF80,14825,0.0,8.256837729459909e-06,1.0
8008D56E0,14825,0.0,1.531111595884167e-05,0.5
810271F20,14826,0.0,2.687673646186538e-05,0.6666666666666666
813381DF0,14826,0.0,1.9822458232483622e-05,0.0
8068B3E50,14827,0.0,8.256837729459909e-06,1.0
80FFE4F90,14827,0.0,1.531111595884167e-05,0.0
801E46EB0,14828,0.0,8.256837729459909e-06,1.0
80DE27870,14828,0.0,1.531111595884167e-05,0.0
80269EDF0,5659,0.0,1.6149088403226573e-05,0.0
8105A5340,6478,0.0,8.256837729459909e-06,1.0
8105A67F0,6478,0.0,3.362840052068372e-05,0.0
805BC9DD0,14829,0.0,8.256837729459909e-06,1.0
8116CCF40,14829,0.0,1.531111595884167e-05,0.0
8050A7E80,8029,0.0,1.1783976844150791e-05,0.0
80F260D20,14830,0.0,8.256837729459909e-06,1.0
81249F1A0,14830,0.0,1.531111595884167e-05,0.0
80163FC30,12498,0.0,8.256837729459909e-06,2.0
807EFAA40,14831,0.0,8.256837729459909e-06,1.0
808C28E30,14831,0.0,1.531111595884167e-05,0.0
804E0AA60,14832,0.0,8.256837729459909e-06,2.0
807850260,14832,0.0,1.1783976844150791e-05,0.0
80A830FB0,14833,0.0,8.256837729459909e-06,1.0
80E1D04D0,14833,0.0,1.531111595884167e-05,0.0
811F3CD70,605,0.0,1.002040728680535e-05,0.0
80C3E3560,14834,0.0,3.379842235911546e-05,0.5
80C257110,8033,0.0,1.1783976844150791e-05,0.0
8022BECD0,14835,0.0,8.256837729459909e-06,1.0
8046F07F0,14835,0.0,1.531111595884167e-05,0.0
8103136A0,14836,0.0,8.256837729459909e-06,1.0
8102A2540,14836,0.0,1.531111595884167e-05,0.0
80942B430,14837,0.0,8.256837729459909e-06,1.0
80942A8A0,14837,0.0,1.531111595884167e-05,0.0
8029669A0,14838,0.0,3.379842235911546e-05,0.5
8045BA760,14839,0.0,8.256837729459909e-06,1.0
80C3F4460,14839,0.0,1.531111595884167e-05,0.0
803163D80,14840,0.0,8.256837729459909e-06,1.0
80C32A400,14840,0.0,1.531111595884167e-05,0.0
805C26F90,14841,0.0,8.256837729459909e-06,1.0
805E7D740,14841,0.0,1.8838255073532552e-05,0.0
8018E3750,5571,0.0,1.1783976844150791e-05,0.0
800E50450,14842,0.0,8.256837729459909e-06,1.0
807A8D020,14842,0.0,1.531111595884167e-05,0.0
809957C70,14843,0.0,3.379842235911546e-05,0.5
80DD997A0,14844,0.0,8.256837729459909e-06,2.0
80F163B70,14844,0.0,1.1783976844150791e-05,0.0
80ABA5880,14845,0.0,8.256837729459909e-06,1.0
813079620,14845,0.0,1.531111595884167e-05,0.0
80078F560,14846,0.0,8.256837729459909e-06,1.0
80262B4C0,14846,0.0,1.531111595884167e-05,0.0
8000440E0,14847,0.0,1.4463470640261736e-05,1.0
80B7D2B50,14847,0.0,1.4463470640261736e-05,0.0
8006455A0,11976,0.0,8.256837729459909e-06,2.0
80C963670,6363,0.0,1.0532148901758087e-05,0.0
80DA60390,14848,0.0,8.256837729459909e-06,1.0
803774F00,14848,0.0,1.8838255073532552e-05,0.0
8012C8D70,14849,0.0,8.256837729459909e-06,1.0
80A46E870,14849,0.0,1.531111595884167e-05,0.0
802C5EA50,14850,0.0,8.256837729459909e-06,1.0
80C0AD100,14850,0.0,1.531111595884167e-05,0.0
8002AF790,14851,0.0,8.256837729459909e-06,2.0
803568EF0,14851,0.0,1.1783976844150791e-05,0.0
80703D7D0,217,0.0,8.311101408147462e-06,0.0
806711110,14852,0.0,8.256837729459909e-06,1.0
80E1E0C90,14852,0.0,1.531111595884167e-05,0.0
80594E3E0,14853,0.0,8.256837729459909e-06,1.0
80D00B950,14853,0.0,1.531111595884167e-05,0.0
80FDC2920,14854,0.0,8.256837729459909e-06,1.0
80FFDF770,14854,0.0,1.531111595884167e-05,0.0
8025D2160,14855,0.0,1.531111595884167e-05,0.5
8134FA170,14855,0.0,2.1871909961362203e-05,0.0
8147FDBE0,76,0.0,8.311399867716372e-06,0.0
805A4C010,14856,0.0,8.256837729459909e-06,1.0
8067588A0,14856,0.0,1.531111595884167e-05,0.0
8000844F0,3343,0.0,1.0608263805920497e-05,0.0
80F69E740,4690,0.0,2.6574122291301963e-05,0.0
80A42A870,14857,0.0,8.256837729459909e-06,1.0
80B7608E0,14857,0.0,1.531111595884167e-05,0.0
8100DC730,14858,0.0,8.256837729459909e-06,1.0
8105586A0,14858,0.0,1.531111595884167e-05,0.0
808EDC930,12934,0.0,2.1871909961362203e-05,0.0
8104B7770,10853,0.0,1.8838255073532552e-05,0.0
80F49DD00,14859,0.0,8.256837729459909e-06,1.0
80F9D9950,14859,0.0,1.531111595884167e-05,0.0
807F892D0,14860,0.0,1.3424175344780922e-05,0.5
808283DD0,14860,0.0,1.9767066042586875e-05,0.0
800C3DEA0,91,0.0,8.304174679462898e-06,0.5
805DCF570,91,0.0,1.5346023396823377e-05,0.0
811B4CAF0,14861,0.0,3.379842235911546e-05,0.5
801284CE0,14862,0.0,3.379842235911546e-05,0.5
80EABE840,14863,0.0,1.531111595884167e-05,0.5
810339BC0,14863,0.0,2.1871909961362203e-05,0.0
80468D7B0,14864,0.0,8.256837729459909e-06,1.0
8046A1EE0,14864,0.0,1.531111595884167e-05,0.0
810C8DCF0,14865,0.0,8.256837729459909e-06,1.0
810C8DF20,14865,0.0,3.6473950646986953e-05,0.0
800BA0540,14866,0.0,8.256837729459909e-06,1.0
8017C11B0,14866,0.0,1.531111595884167e-05,0.0
802E9B860,76,0.0,3.3958002924956415e-05,0.3333333333333333
8000F9AF0,14867,0.0,1.531111595884167e-05,0.5
800178900,14867,0.0,2.1871909961362203e-05,0.0
80323BCD0,14868,0.0,1.4463470640261736e-05,1.0
813B78821,14869,0.0,8.256837729459909e-06,1.0
813CC3021,14869,0.0,1.531111595884167e-05,0.0
807F403D0,14870,0.0,8.256837729459909e-06,2.0
80D3831E0,14870,0.0,1.1783976844150791e-05,0.0
81014DA20,14871,0.0,8.256837729459909e-06,1.0
81014D480,14871,0.0,1.531111595884167e-05,0.0
80A309C10,14872,0.0,8.256837729459909e-06,1.0
80A5539C0,14872,0.0,1.531111595884167e-05,0.0
8080B7250,14873,0.0,8.256837729459909e-06,2.0
80E402930,14873,0.0,1.1783976844150791e-05,0.0
813F7F6A1,14874,0.0,8.256837729459909e-06,1.0
8140688B1,14874,0.0,1.531111595884167e-05,0.0
80F19BAD0,3797,0.0,2.455232552239694e-05,0.0
80B7349D0,14875,0.0,8.256837729459909e-06,1.0
80BE52CD0,14875,0.0,1.531111595884167e-05,0.0
80EDF6AE0,1015,0.0,8.357215173412262e-06,0.0
8143328A1,5,0.0,8.31372707001944e-06,0.5
80DD9B6B0,14876,0.0,8.256837729459909e-06,1.0
80EDDD700,14876,0.0,1.531111595884167e-05,0.0
802393940,2219,0.0,1.859151296010193e-05,0.0
807C41B90,14877,0.0,8.256837729459909e-06,1.0
808DA1FC0,14877,0.0,1.531111595884167e-05,0.0
80067C9F0,5821,0.0,8.256837729459909e-06,2.0
800BCF320,5821,0.0,1.1783976844150791e-05,0.0
801F27130,91,0.0,8.304174679462898e-06,0.5
801CBF8C0,14878,0.0,8.256837729459909e-06,1.0
80DDB5740,14878,0.0,1.531111595884167e-05,0.0
8070BFF70,14879,0.0,8.256837729459909e-06,1.0
812FCFAC0,14879,0.0,1.531111595884167e-05,0.0
809C20260,14880,0.0,8.256837729459909e-06,2.0
80B9A3130,14880,0.0,1.1783976844150791e-05,0.0
80CFCF120,91,0.0,2.6029091143285455e-05,0.0
811F34AA0,6046,0.0,1.0608263805920497e-05,0.0
80B73F7A0,14881,0.0,8.256837729459909e-06,1.0
80C1B9860,14881,0.0,1.531111595884167e-05,0.0
802FC0B00,10198,0.0,1.0608263805920497e-05,0.0
8016C9420,76,0.0,8.311399867716372e-06,0.5
8090331D0,32,0.0,8.300382656801772e-06,0.0
808EAA370,76,0.0,3.173829759556073e-05,0.3333333333333333
80B499B60,76,0.0,3.559993939861507e-05,0.0
804AE1760,14882,0.0,8.256837729459909e-06,1.0
805C98610,14882,0.0,1.531111595884167e-05,0.0
813E51291,5,0.0,8.31372707001944e-06,0.0
80F49F8A0,14883,0.0,8.256837729459909e-06,1.0
80F4A9B10,14883,0.0,1.531111595884167e-05,0.0
8000E4C51,14884,0.0,3.379842235911546e-05,0.5
80BBC1500,9423,0.0,1.1783976844150791e-05,0.0
803824AC0,14885,0.0,8.256837729459909e-06,1.0
80D346080,14885,0.0,1.531111595884167e-05,0.0
80A5651F0,14886,0.0,8.256837729459909e-06,1.0
80A5651A0,14886,0.0,1.531111595884167e-05,0.0
800963A90,14887,0.0,8.256837729459909e-06,2.0
800F8FC70,14887,0.0,1.1783976844150791e-05,0.5
808C6F930,32,0.0,8.300382656801772e-06,0.0
80C0DBBA0,14888,0.0,8.256837729459909e-06,1.0
812EABFC0,14888,0.0,1.531111595884167e-05,0.0
80FDFB250,8192,0.0,8.256837729459909e-06,1.0
800B45480,14889,0.0,1.531111595884167e-05,0.5
80A176280,14889,0.0,2.1871909961362203e-05,0.0
803E92620,76,0.0,8.256837729459909e-06,1.0
8075499A0,11802,0.0,1.1783976844150791e-05,0.0
802F12E00,14890,0.0,8.256837729459909e-06,1.0
806811A50,14890,0.0,1.531111595884167e-05,0.0
80FDCFB40,14891,0.0,8.256837729459909e-06,1.0
8100BE730,14891,0.0,1.531111595884167e-05,0.0
801CCD5C0,13173,2.7679745346342814e-08,1.1783976844150791e-05,0.5
80372B2E0,13173,0.0,1.859151296010193e-05,0.0
80036A140,14892,0.0,8.256837729459909e-06,1.0
8007A2C30,14892,0.0,1.531111595884167e-05,0.0
8100571D0,14893,0.0,8.256837729459909e-06,1.0
8108E75E0,14893,0.0,1.531111595884167e-05,0.0
811684EC0,14894,0.0,8.256837729459909e-06,1.0
802D49470,14894,0.0,1.531111595884167e-05,0.0
8097804F0,14895,0.0,3.379842235911546e-05,0.5
8061B1910,14896,0.0,8.256837729459909e-06,1.0
8061C6490,14896,0.0,1.531111595884167e-05,0.0
813069BB0,91,0.0,8.304174679462898e-06,0.0
8060B0450,217,0.0,8.311101408147462e-06,0.0
8079D3120,14897,0.0,8.256837729459909e-06,1.0
8126A47F0,14897,0.0,1.531111595884167e-05,0.0
80197A4D0,11262,0.0,1.1783976844150791e-05,0.0
80486EC10,14898,0.0,8.256837729459909e-06,1.0
80FE6EA40,14898,0.0,1.531111595884167e-05,0.0
80414ADA0,14899,0.0,8.256837729459909e-06,1.0
804145190,14899,0.0,1.531111595884167e-05,0.0
80A50ED60,14900,0.0,8.256837729459909e-06,1.0
80AD82350,14900,0.0,1.531111595884167e-05,0.0
811C04270,11610,0.0,1.0608263805920497e-05,0.0
80F1F1C60,14901,0.0,8.256837729459909e-06,1.0
80F8FC9E0,14901,0.0,1.531111595884167e-05,0.0
803DBD2C0,2736,0.0,1.0608263805920497e-05,0.5
8015E47D0,14902,0.0,8.256837729459909e-06,1.0
81396B830,14902,0.0,1.531111595884167e-05,0.0
8041722B0,14903,0.0,8.256837729459909e-06,1.0
807CF9310,14903,0.0,1.531111595884167e-05,0.0
814619801,5,0.0,8.31372707001944e-06,0.0
805D57CB0,14904,0.0,8.256837729459909e-06,2.0
